id,number,title,chapter,chapter_title,difficulty,frequency,top30,source_label,tags,path,followups,memo,content_version
Q026,26,Two-stage 和 One-stage Detector 的核心区别是什么？,3,目标检测,5,5,True,公开面经原题型,object-detection|public-interview-pattern|top30,docs/03-object-detection/q026.md,RetinaNet 为什么是里程碑？|DETR 还适合用 one-stage/two-stage 二分吗？,Two-stage 先候选后精修；One-stage 直接 dense 预测。,v2-professional-expanded
Q027,27,Faster R-CNN 完整流程是什么？,3,目标检测,5,5,True,公开面经原题,object-detection|faster-rcnn|public-interview-pattern|top30,docs/03-object-detection/q027.md,RPN 与 Fast R-CNN 区别？|Faster R-CNN 有几个 loss？|bbox delta 为什么对 w/h 取 log？,Faster R-CNN = shared feature + RPN 候选 + ROI 精修。,v2-professional-expanded
Q028,28,ROI Pooling 和 ROI Align 有什么区别？,3,目标检测,4,5,True,公开面经原题,object-detection|roi|public-interview-pattern|top30,docs/03-object-detection/q028.md,ROIAlign 采样点怎么选？|为什么 detection 也能受益？,Pool 的问题是量化；Align 用浮点采样保持对齐。,v2-professional-expanded
Q029,29,Anchor 是什么？为什么很多方法走向 Anchor-Free？,3,目标检测,4,4,False,基础高频,object-detection|anchor,docs/03-object-detection/q029.md,Anchor 如何用 k-means 设计？|ATSS/SimOTA 在解决什么？,Anchor 是模板先验；Anchor-free 把更多工作交给点/距离与动态匹配。,v2-professional-expanded
Q030,30,为什么小目标检测难？如何系统提升？,3,目标检测,5,5,True,公开面经高频,object-detection|small-object|public-interview-pattern|top30,docs/03-object-detection/q030.md,为什么放大输入不一定最好？|P2 的计算代价？,小目标先问“剩多少像素”，再谈网络。,v2-professional-expanded
Q031,31,FPN 为什么有效？,3,目标检测,5,5,True,基础高频,object-detection|fpn|top30,docs/03-object-detection/q031.md,为什么常用 add 而不是 concat？|P6/P7 从哪里来？,FPN 把深层语义送回高分辨率。,v2-professional-expanded
Q032,32,IoU 是什么？作为 loss 有什么问题？,3,目标检测,4,5,True,基础高频,object-detection|iou|top30,docs/03-object-detection/q032.md,为什么 IoU 对小框更敏感？|mask IoU 与 bbox IoU 的区别？,IoU 与指标一致，但不相交时信号不足。,v2-professional-expanded
Q033,33,GIoU、DIoU、CIoU 有什么区别？,3,目标检测,4,5,True,基础高频,object-detection|iou|top30,docs/03-object-detection/q033.md,GIoU 是否总≤IoU？|CIoU 的形状项什么时候有帮助？,GIoU 补外接，DIoU 补中心，CIoU 再补形状。,v2-professional-expanded
Q034,34,为什么 Smooth L1 曾常用于 bbox regression？,3,目标检测,4,4,False,公开面经公式题,object-detection|public-interview-pattern,docs/03-object-detection/q034.md,Smooth L1 的 β 控制什么？|为什么 bbox delta 的 w/h 常取 log？,小误差精修，大误差线性抗异常。,v2-professional-expanded
Q035,35,NMS 是什么？为什么需要？,3,目标检测,5,5,True,公开面经手撕原题,object-detection|nms|public-interview-pattern|top30,docs/03-object-detection/q035.md,阈值高/低如何影响 recall/precision？|如何手写向量化 NMS？,NMS = 按分数选代表，用 IoU 抑制重复。,v2-professional-expanded
Q036,36,NMS 有什么缺陷？Soft-NMS/NMS-free 在解决什么？,3,目标检测,4,4,False,基础高频,object-detection|nms,docs/03-object-detection/q036.md,为什么 one-to-one 有助于 NMS-free？|Soft-NMS 增加多少复杂度？,Hard NMS 从后处理抑制，NMS-free 从训练目标减少重复。,v2-professional-expanded
Q037,37,Focal Loss 为什么能解决 dense detector 类别不平衡？,3,目标检测,5,5,True,基础高频,object-detection|focal-loss|top30,docs/03-object-detection/q037.md,γ=0 时退化为什么？|Focal Loss 与 class weight 的关系？,少学 easy background，多学难样本。,v2-professional-expanded
Q038,38,AP 和 mAP 到底怎么计算？,3,目标检测,5,5,True,基础高频,object-detection|top30,docs/03-object-detection/q038.md,一个 GT 能匹配多个 prediction 吗？|为什么 accuracy 不适合检测？,score 排序→IoU匹配→PR→AP→平均。,v2-professional-expanded
Q039,39,DETR 为什么不需要 Anchor 和传统 NMS？,3,目标检测,5,4,True,基础高频,object-detection|anchor|nms|detr|top30,docs/03-object-detection/q039.md,matching cost 包含什么？|object query 是固定类别吗？,DETR 用集合匹配替代 anchor matching + NMS。,v2-professional-expanded
Q040,40,线上检测 Recall 很低，如何系统定位？,3,目标检测,5,5,True,基础高频,object-detection|top30,docs/03-object-detection/q040.md,Recall 低但 AP 不低可能为什么？|如何区分模型漏检与数据漏标？,线上问题要逐层定位：数据、预处理、模型、后处理、部署。,v2-professional-expanded
Q041,41,Semantic、Instance、Panoptic Segmentation 有什么区别？,4,图像分割,3,4,False,基础高频,segmentation,docs/04-segmentation/q041.md,thing/stuff 是什么？|Panoptic Quality 怎么理解？,Semantic 分类别，Instance 分对象，Panoptic 统一二者。,v2-professional-expanded
Q042,42,FCN 为什么是现代语义分割的重要起点？,4,图像分割,3,4,False,基础高频,segmentation,docs/04-segmentation/q042.md,FC 如何等价转成 conv？|转置卷积是否等于反卷积？,FCN 的革命是保留空间并直接做 dense output。,v2-professional-expanded
Q043,43,U-Net 为什么在医学/工业分割中流行？,4,图像分割,5,5,True,公开面经原题,segmentation|unet|public-interview-pattern|top30,docs/04-segmentation/q043.md,U-Net concat 与 FPN add 有何区别？|转置卷积可能有什么 artifact？,U-Net 用 skip 让语义和细节重新会合。,v2-professional-expanded
Q044,44,DeepLab 的核心思想是什么？ASPP 为什么有效？,4,图像分割,5,5,True,公开面经高频,segmentation|deeplab|public-interview-pattern|top30,docs/04-segmentation/q044.md,output stride=8/16 是什么？|ASPP rate 如何选？,DeepLab = atrous 高分辨率 + ASPP 多尺度 + decoder。,v2-professional-expanded
Q045,45,Dilated Convolution 为什么会有 gridding artifact？,4,图像分割,4,4,False,基础高频,segmentation,docs/04-segmentation/q045.md,"dilation=2 的等效尺寸？|为什么 1,2,5 比 2,2,2 覆盖更好？",Dilation 扩跨度不增采样数，固定稀疏网格会 gridding。,v2-professional-expanded
Q046,46,Dice Loss 为什么适合前景稀少的分割？,4,图像分割,4,5,True,基础高频,segmentation|dice|top30,docs/04-segmentation/q046.md,Dice 与 IoU 如何换算？|空 GT mask 怎么处理？,Dice 直接看重叠，所以对前景稀少友好。,v2-professional-expanded
Q047,47,mIoU 怎么计算？为什么 pixel accuracy 可能误导？,4,图像分割,3,4,False,基础高频,segmentation|iou,docs/04-segmentation/q047.md,IoU 与 Dice 的关系？|macro/micro averaging 差异？,mIoU 给每类算交并比再平均；背景多时 accuracy 会骗人。,v2-professional-expanded
Q048,48,如何提升细长缺陷、裂纹、道路分割？,4,图像分割,4,4,False,公开面经原题型,segmentation|public-interview-pattern,docs/04-segmentation/q048.md,为什么提高分辨率仍可能断裂？|如何采 hard negatives？,细长结构先保像素，再保连通。,v2-professional-expanded
Q049,49,为什么 segmentation boundary 特别难？,4,图像分割,4,4,False,基础高频,segmentation,docs/04-segmentation/q049.md,Boundary IoU 为什么有用？|边界标注噪声怎么处理？,边界难 = 样本少 + 下采样 + 标注不确定。,v2-professional-expanded
Q050,50,Mask R-CNN 为什么能做 instance segmentation？,4,图像分割,4,4,False,基础高频,segmentation|mask-rcnn,docs/04-segmentation/q050.md,为什么 mask head 不用 softmax？|mask 如何映射回原图？,Mask R-CNN = 检测实例 + 为每个实例独立预测 binary mask。,v2-professional-expanded
Q051,51,一个工业 OCR 系统完整 pipeline 是什么？,5,OCR 与文档视觉,3,4,False,基础高频,ocr-document-vision|ocr,docs/05-ocr-document-vision/q051.md,为什么 detection/recognition 分开？|端到端 OCR 的优缺点？,OCR 不是一个模型，而是一条定位→读取→结构化链。,v2-professional-expanded
Q052,52,DBNet 为什么适合文本检测？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|normalization|dbnet,docs/05-ocr-document-vision/q052.md,为什么要 shrink GT polygon？|k 变大时会怎样？,DBNet 把“阈值”也学起来。,v2-professional-expanded
Q053,53,CRNN 是怎么识别文字的？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|crnn,docs/05-ocr-document-vision/q053.md,为什么固定高度、可变宽度？|CTC greedy 与 beam search 有何差异？,CRNN = CNN 看字形，序列模型看上下文，CTC 解对齐。,v2-professional-expanded
Q054,54,CTC 为什么不需要字符级对齐标注？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|ctc,docs/05-ocr-document-vision/q054.md,为什么 repeated letters 需要 blank？|T 和 U 有什么约束？,CTC 用路径求和把未知对齐边际化。,v2-professional-expanded
Q055,55,CTC 的核心局限是什么？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|ctc,docs/05-ocr-document-vision/q055.md,CTC 与 autoregressive 谁更快？|attention decoder 为什么会漏字/重复？,CTC 对齐方便且并行快，但显式语言依赖较弱。,v2-professional-expanded
Q056,56,弯曲文字、透视文字怎么办？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision,docs/05-ocr-document-vision/q056.md,Homography 需要几对点？|TPS 为什么比 affine 灵活？,简单透视用 H，复杂弯曲用 TPS/STN。,v2-professional-expanded
Q057,57,中文 OCR 为什么比英文更难？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|ocr,docs/05-ocr-document-vision/q057.md,生僻字 OOV 怎么处理？|字体合成如何减小 domain gap？,中文 OCR 难在超大、长尾、形近的字符空间。,v2-professional-expanded
Q058,58,OCR 离线 99%，上线只有 90%，怎么定位？,5,OCR 与文档视觉,4,4,False,基础高频,ocr-document-vision|ocr,docs/05-ocr-document-vision/q058.md,如何区分 detector miss 与 recognizer error？|如何做低置信度拒识？,端到端掉点要逐级 trace。,v2-professional-expanded
Q059,59,ViT 如何把图像变成 Transformer 输入？,6,ViT、自监督、CLIP 与 SAM,5,5,True,2026核心,vision-foundation-models|vit|top30,docs/06-vision-foundation-models/q059.md,Patch embedding 是否等价于 stride=P 的 conv？|位置编码如何插值到新分辨率？,ViT = image patches 变 token，关系靠 self-attention。,v2-professional-expanded
Q060,60,为什么 ViT 小数据上往往不如 CNN？,6,ViT、自监督、CLIP 与 SAM,4,5,False,公开面经高频,vision-foundation-models|vit|public-interview-pattern,docs/06-vision-foundation-models/q060.md,ViT 是否“没有 inductive bias”？|ConvNeXt 说明什么？,数据少时先验更值钱；数据大时自由度更值钱。,v2-professional-expanded
Q061,61,Self-Attention 在视觉里的复杂度是多少？,6,ViT、自监督、CLIP 与 SAM,5,5,True,2026核心,vision-foundation-models|attention|top30,docs/06-vision-foundation-models/q061.md,FlashAttention 为什么快？|window 如何跨窗通信？,图像面积决定 token 数，token 平方决定全局 attention 的痛点。,v2-professional-expanded
Q062,62,Swin Transformer 为什么适合 dense vision task？,6,ViT、自监督、CLIP 与 SAM,4,4,False,基础高频,vision-foundation-models|swin,docs/06-vision-foundation-models/q062.md,shifted window 为什么需要 mask？|Swin 与 ConvNeXt 有哪些相似点？,Swin = 窗口省计算 + shift 传信息 + hierarchy 做 dense task。,v2-professional-expanded
Q063,63,MAE 为什么 mask 75% patches 仍然能学好？,6,ViT、自监督、CLIP 与 SAM,4,4,False,基础高频,vision-foundation-models|mae,docs/06-vision-foundation-models/q063.md,为什么 decoder 可以很轻？|mask ratio 太高会怎样？,高 mask 让任务更难，也让 encoder 更省。,v2-professional-expanded
Q064,64,CLIP 是怎么实现图文对齐的？,6,ViT、自监督、CLIP 与 SAM,5,5,True,基础高频,vision-foundation-models|clip|top30,docs/06-vision-foundation-models/q064.md,为什么要 normalize embedding？|false negatives 会怎样？,CLIP = 双编码器 + 对比学习，共享一个语义坐标系。,v2-professional-expanded
Q065,65,CLIP 为什么可以 zero-shot classification？,6,ViT、自监督、CLIP 与 SAM,4,4,False,基础高频,vision-foundation-models|clip,docs/06-vision-foundation-models/q065.md,为什么同义 prompt 会改变结果？|open-vocabulary detection 如何借用 CLIP？,Zero-shot CLIP = 文本 embedding 当动态分类器。,v2-professional-expanded
Q066,66,SAM 的核心架构是什么？,6,ViT、自监督、CLIP 与 SAM,5,5,True,公开面经原题,vision-foundation-models|sam|public-interview-pattern|top30,docs/06-vision-foundation-models/q066.md,为什么同一个点可输出多个 masks？|如何用 SAM 做 pseudo-label？,SAM = 图像一次编码，prompt+轻 decoder 多次交互。,v2-professional-expanded
Q067,67,SAM 为什么 zero-shot 强？SAM2 增加了什么？,6,ViT、自监督、CLIP 与 SAM,5,5,True,公开面经原题,vision-foundation-models|sam|public-interview-pattern|top30,docs/06-vision-foundation-models/q067.md,SAM2 memory 存什么？|SAM 在工业缺陷上为什么可能差？,SAM 靠大数据+统一任务泛化；SAM2 再靠 memory 获得视频一致性。,v2-professional-expanded
Q068,68,Diffusion Model 的基本思想是什么？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision|diffusion,docs/07-generative-vision/q068.md,为什么训练不必真的前向 T 次？|DDIM 为什么能少步？,Diffusion = 已知加噪 + 学习逆过程。,v2-professional-expanded
Q069,69,为什么 DDPM 常预测噪声 ε？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision|ddpm,docs/07-generative-vision/q069.md,ε-pred/x0-pred/v-pred 有何关系？|为什么高 t 更难？,预测 ε 是因为 forward 方程直接给监督且能推 reverse。,v2-professional-expanded
Q070,70,Latent Diffusion 为什么比 pixel diffusion 便宜？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision|diffusion|latent-diffusion,docs/07-generative-vision/q070.md,VAE 为什么影响文字质量？|压缩率越大越好吗？,把昂贵生成建模搬到低分辨率语义空间。,v2-professional-expanded
Q071,71,Classifier-Free Guidance 是什么？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision|cfg,docs/07-generative-vision/q071.md,w=0/1 分别意味着什么？|negative prompt 如何进入？,CFG 用 cond-uncond 差向量把采样推向条件。,v2-professional-expanded
Q072,72,U-Net 和 DiT 做 diffusion backbone 有什么区别？,7,Diffusion 与生成视觉,4,4,False,2026前沿,generative-vision|unet|diffusion|dit,docs/07-generative-vision/q072.md,DiT 如何注入 timestep？|为什么 latent patch 比 pixel patch 更可行？,U-Net 强局部多尺度，DiT 强 Transformer scaling。,v2-professional-expanded
Q073,73,ControlNet 的思想是什么？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision|controlnet,docs/07-generative-vision/q073.md,为什么 zero-conv 有帮助？|ControlNet 与 adapter 的条件差异？,冻结强生成先验，新增分支注入空间控制。,v2-professional-expanded
Q074,74,Image Editing 与 Text-to-Image 最大区别是什么？,7,Diffusion 与生成视觉,4,4,False,2026产品题,generative-vision|dit,docs/07-generative-vision/q074.md,identity preservation 如何评价？|为什么 VAE round-trip 会影响未编辑区域？,编辑的难点不是生成，而是只改该改的。,v2-professional-expanded
Q075,75,如何评价图像生成模型？,7,Diffusion 与生成视觉,4,4,False,基础高频,generative-vision,docs/07-generative-vision/q075.md,FID 为什么不能评单张？|CLIP score 可能被怎样误导？,生成评价要多维：好看、听话、多样、保持、文字、稳定。,v2-professional-expanded
Q076,76,2D 图像与视频最大的建模区别是什么？,8,视频、3D 与多模态,3,4,False,基础高频,video-3d-multimodal,docs/08-video-3d-multimodal/q076.md,2+1D conv 为什么有效？|如何处理 variable FPS？,视频 = 图像语义 + 时间运动 + 跨帧一致性。,v2-professional-expanded
Q077,77,Optical Flow 是什么？,8,视频、3D 与多模态,3,4,False,基础高频,video-3d-multimodal|optical-flow,docs/08-video-3d-multimodal/q077.md,aperture problem 是什么？|为什么 pyramid 有助大位移？,Flow 是逐像素运动；欠定方程需要额外约束。,v2-professional-expanded
Q078,78,Camera Intrinsic 和 Extrinsic 分别是什么？,8,视频、3D 与多模态,3,4,False,基础高频,video-3d-multimodal|camera-geometry,docs/08-video-3d-multimodal/q078.md,为什么 t 不等于简单相机世界坐标？|PnP 在求什么？,外参管相机在哪，内参管怎么投到像素。,v2-professional-expanded
Q079,79,为什么 monocular depth 存在尺度歧义？,8,视频、3D 与多模态,4,4,False,基础高频,video-3d-multimodal|depth,docs/08-video-3d-multimodal/q079.md,为什么 stereo 近距离更准？|disparity 小时深度误差如何放大？,单目看到投影，不天然知道世界的尺子。,v2-professional-expanded
Q080,80,BEV 为什么在自动驾驶视觉中常见？,8,视频、3D 与多模态,4,4,False,基础高频,video-3d-multimodal|bev,docs/08-video-3d-multimodal/q080.md,Lift-Splat-Shoot 的思想？|BEVFormer query 在做什么？,BEV 把多视角统一到世界平面，换来更直接空间推理。,v2-professional-expanded
Q081,81,多模态融合有哪些常见方式？,8,视频、3D 与多模态,4,4,False,2026前沿,video-3d-multimodal|multimodal,docs/08-video-3d-multimodal/q081.md,缺失模态如何训练鲁棒性？|camera+audio 如何时间对齐？,融合要回答：何时融合、如何对齐、谁更可信。,v2-professional-expanded
Q082,82,VLM 相比传统 CV 模型解决了什么？专用模型还需要吗？,8,视频、3D 与多模态,5,4,False,当前岗位核心,video-3d-multimodal|vlm,docs/08-video-3d-multimodal/q082.md,VLM 为什么 hallucinate？|vision projector 的作用？,VLM 扩展任务边界，专用模型守住精度、成本与实时性。,v2-professional-expanded
Q083,83,训练数据类别严重不均衡怎么办？,9,数据、训练与 Evaluation,4,5,False,公开面经原题,data-training-evaluation|public-interview-pattern,docs/09-data-training-evaluation/q083.md,oversampling 与 class weight 能同时用吗？|长尾与 hard sample 有何区别？,不均衡是数据、采样、目标函数和指标的联合设计。,v2-professional-expanded
Q084,84,MixUp 和 CutMix 分别是什么？,9,数据、训练与 Evaluation,4,4,False,公开面经高频,data-training-evaluation|augmentation|public-interview-pattern,docs/09-data-training-evaluation/q084.md,λ 从什么分布采样？|CutMix 对小目标有什么风险？,MixUp 混整图，CutMix 混局部。,v2-professional-expanded
Q085,85,为什么 Data Augmentation 不能随便加？,9,数据、训练与 Evaluation,4,4,False,基础高频,data-training-evaluation,docs/09-data-training-evaluation/q085.md,如何判断增强产生了 label noise？|TTA 什么时候值得？,Augmentation 本质是 task-specific invariance engineering。,v2-professional-expanded
Q086,86,标注有大量噪声怎么办？,9,数据、训练与 Evaluation,4,4,False,基础高频,data-training-evaluation,docs/09-data-training-evaluation/q086.md,如何区分 hard sample 与 noisy label？|边界标注不一致怎么评估？,先找噪声机制；高 loss 不等于坏数据。,v2-professional-expanded
Q087,87,半监督视觉训练怎么做？最大风险是什么？,9,数据、训练与 Evaluation,4,4,False,基础高频,data-training-evaluation|semi-supervised,docs/09-data-training-evaluation/q087.md,threshold 太高/太低分别怎样？|Mean Teacher 的 EMA 为什么有用？,真标签锚定 + 伪标签扩展；最大敌人是错误自我强化。,v2-professional-expanded
Q088,88,为什么 calibration 在真实视觉系统里重要？,9,数据、训练与 Evaluation,4,4,False,基础高频,data-training-evaluation|calibration,docs/09-data-training-evaluation/q088.md,Calibration 与 accuracy 有何区别？|OOD 与 calibration 什么关系？,模型分数不只要会排序，还要知道自己多确定。,v2-professional-expanded
Q089,89,如何判断模型真的变好，而不是偶然涨 0.5%？,9,数据、训练与 Evaluation,5,4,False,项目拷打核心,data-training-evaluation,docs/09-data-training-evaluation/q089.md,如何做 bootstrap CI？|关键类退化但总体涨怎么办？,涨点要能复现、能解释、落到关键 slice，还要算成本。,v2-professional-expanded
Q090,90,Pruning、Quantization、Distillation 分别解决什么？,10,压缩、部署、系统设计与手撕,4,4,False,基础高频,deployment-system-coding|quantization,docs/10-deployment-system-coding/q090.md,为什么非结构化稀疏不一定快？|蒸馏 temperature 有什么用？,Prune 删结构，Quant 降精度，Distill 教小模型。,v2-professional-expanded
Q091,91,PTQ 和 QAT 有什么区别？,10,压缩、部署、系统设计与手撕,4,4,False,基础高频,deployment-system-coding|quantization,docs/10-deployment-system-coding/q091.md,symmetric vs asymmetric？|为什么 calibration 数据不用很大但要代表？,PTQ 快速后量化，QAT 提前适应量化噪声。,v2-professional-expanded
